NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;--;;;0.0000;0.0000;91;0.0000;186;48;3.7915;16;5;0;31;60;7;1;164;47;892;1969
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;Si;;;32.4702;7.0587;5;2733.1507;1738;198;0.3422;11;2;0;3;2;3;2;1302;159;281;420
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;--;;;0.0000;0.0000;90;0.0000;174;51;4.3689;17;4;0;28;62;6;3;156;50;730;2046
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;Si;;;35.2937;8.4705;6;2837.6203;1792;218;0.3945;10;2;2;4;2;4;2;1345;176;262;458
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;No;94.8629;0.934113;101.5539;47.4702;3675;1502.2287;82467;33831;3.5027;394;70;23;2043;1632;2171;1537;74399;31461;164094;305524
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;No;95.943;0.937121;102.3806;47.9481;3712;1513.5699;83035;34141;3.5104;402;64;22;2069;1643;2198;1548;74927;31784;156040;314939
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;--;;;0.0000;0.0000;89;0.0000;174;53;4.7847;18;4;0;30;59;7;3;157;52;713;2030
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;Si;;;32.4702;5.6470;4;2863.0318;1806;222;0.2614;12;2;2;4;0;4;0;1353;177;260;469
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;--;;;0.0000;0.0000;84;0.0000;167;55;4.3902;16;4;0;29;55;6;3;151;54;813;2025
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;Si;;;32.4702;7.0587;5;2909.6196;1830;231;0.3209;13;2;2;5;0;5;0;1373;185;260;477
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;No;99.9174;0.976433;102.3289;47.8835;3707;1517.2642;83304;34158;3.5138;418;68;24;2082;1625;2225;1533;75117;31834;141928;315545
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;--;;;0.0000;0.0000;84;0.0000;181;59;4.4643;22;7;0;27;57;7;3;166;58;733;1706
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;Si;;;33.8820;9.8822;7;2964.6779;1864;236;0.5031;13;2;5;5;2;6;2;1403;187;284;554
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;No;104.945;1.01152;103.7498;49.0331;3796;1561.0530;85493;35359;3.5547;426;73;28;2180;1616;2330;1583;77156;32924;135109;306429
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;No;111.135;1.04949;105.8940;50.7253;3927;1563.9852;85472;35607;3.7072;415;75;25;2231;1696;2429;1657;77101;33116;137940;281875
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;--;;;0.0000;0.0000;89;0.0000;175;62;4.5662;27;9;0;28;61;7;3;159;60;681;1119
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;Si;;;36.7055;9.8822;7;3036.6773;1910;241;0.6146;12;1;7;5;2;8;2;1440;187;296;583
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;--;;;0.0000;0.0000;92;0.0000;181;66;6.5789;27;7;0;31;61;9;6;165;63;649;731
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;Si;;;38.1172;18.3527;13;3023.9715;1899;243;0.9124;15;1;7;10;3;12;3;1454;190;290;566
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;No;114.722;1.06339;107.8833;52.7920;4087;1582.0691;86435;36044;3.8012;442;77;24;2359;1728;2541;1701;78025;33570;145123;244551
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;No;118.08;1.07268;110.0792;55.7888;4319;1604.6481;86527;37700;3.9307;449;89;25;2497;1822;2653;1796;78042;35144;154254;217317
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;--;;;0.0000;0.0000;96;0.0000;169;63;7.0755;28;8;0;33;63;9;6;153;59;796;457
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;Si;;;43.7642;25.4115;18;3162.3231;1983;257;1.1689;14;0;8;13;5;15;5;1513;198;316;549
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;--;;;0.0000;0.0000;82;0.0000;174;60;6.3415;30;7;0;31;51;8;5;150;55;822;366
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;Si;;;47.9995;26.8232;19;2998.5600;1880;244;1.3673;15;1;7;12;7;15;7;1425;184;295;516
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;No;118.817;1.05924;112.1717;54.0837;4187;1499.8649;81245;34870;4.0742;424;92;28;2427;1760;2543;1765;73207;32531;149622;194795
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;--;;;0.0000;0.0000;77;0.0000;183;55;5.7416;32;8;0;28;49;7;5;159;50;825;356
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;Si;;;49.4112;26.8232;19;2968.9132;1866;237;1.3836;14;1;7;12;7;15;7;1414;176;297;506
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;No;118.664;1.04978;113.0372;54.4325;4214;1500.2266;81472;34671;4.1042;425;98;30;2446;1768;2562;1777;73396;32324;150319;181934
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;114.463;1.00686;113.6830;54.4454;4215;1492.5797;80786;34765;4.1181;422;98;30;2416;1799;2529;1803;72778;32415;154359;162448
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;80;0.0000;189;59;6.4516;34;9;0;29;51;7;7;164;53;830;365
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;47.9995;25.4115;18;2889.8551;1820;227;1.3636;17;1;7;11;7;14;7;1374;166;299;515
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;74;0.0000;174;68;6.7308;31;7;0;26;48;6;8;147;61;792;287
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;46.5877;23.9997;17;2785.3855;1764;209;1.2838;16;1;4;12;5;14;5;1325;155;270;523
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;113.255;0.989488;114.4581;54.7166;4236;1480.1147;79762;34824;4.1903;430;106;29;2411;1825;2549;1820;71756;32508;164599;143396
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;112.333;0.977792;114.8843;55.1687;4271;1507.9252;81886;34853;4.0781;445;99;33;2459;1812;2540;1791;73653;32548;183359;128293
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;59;0.0000;182;64;6.1321;26;6;0;19;40;6;7;155;57;794;261
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;47.9995;26.8232;19;2860.2083;1776;250;1.3387;18;1;3;14;5;15;5;1306;188;336;483
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;57;0.0000;182;64;4.6729;33;8;0;16;41;6;4;157;57;861;260
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;43.7642;19.7645;14;2988.6777;1856;261;1.0918;16;1;3;10;4;13;4;1357;200;371;447
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;114.37;0.97988;116.7185;55.0912;4265;1528.4891;83281;35050;4.0494;432;100;35;2456;1809;2565;1788;74783;32714;207985;116824
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;47;0.0000;191;70;4.8246;34;8;0;13;34;7;4;166;62;729;236
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;36.7055;18.3527;13;2961.8544;1842;256;0.9085;15;1;3;11;2;12;2;1348;193;370;432
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;115.747;0.982434;117.8165;54.2904;4203;1561.9960;86002;34923;3.8679;442;94;38;2458;1745;2525;1726;77321;32584;233344;101057
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;122.909;0.989212;124.2492;58.0880;4497;1706.3183;93412;38686;3.8666;466;102;36;2627;1870;2793;1849;83904;36149;252062;93935
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;57;0.0000;196;80;4.4715;37;8;0;18;39;7;4;174;72;690;202
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;39.5290;21.1762;15;3115.7353;1928;279;0.9738;12;1;3;14;1;15;1;1432;211;384;423
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;60;0.0000;190;80;4.6218;40;7;0;20;40;7;4;166;72;687;204
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;43.7642;22.5880;16;3142.5586;1947;279;1.0247;11;1;4;15;1;16;1;1448;211;388;415
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;123.472;0.981302;125.8251;58.6047;4537;1708.0751;93271;38963;3.8535;481;104;39;2668;1869;2784;1847;83767;36411;261748;84892
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;122.499;0.95302;128.5377;59.2376;4586;1732.4366;94975;39145;3.8447;508;108;40;2718;1868;2841;1846;85345;36562;270909;75561
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;56;0.0000;189;78;3.8298;40;7;1;20;36;7;2;164;71;528;184
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;47.9995;22.5880;16;3135.4999;1949;272;1.0180;10;1;5;15;1;16;1;1461;209;391;388
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;62;0.0000;202;75;4.4534;38;6;1;23;39;7;4;179;68;640;169
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;52.2348;22.5880;16;3206.0874;1982;289;0.9406;10;2;5;15;1;15;1;1487;214;436;369
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;120.035;0.892163;134.5441;59.7414;4625;1786.0037;98593;39674;3.7552;550;105;43;2726;1899;2817;1898;88541;37018;290868;57701
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;118.116;0.840224;140.5764;59.7155;4623;1804.2684;99736;39945;3.7899;585;116;49;2760;1863;2930;1877;89564;37272;294185;71453
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;70;0.0000;212;81;5.0980;39;6;1;29;41;8;5;181;74;614;188
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;49.4112;21.1762;15;3242.7930;2029;268;0.7968;10;2;4;14;1;13;1;1555;202;422;499
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;119.194;0.806471;147.7970;61.6273;4771;1840.1521;102526;39933;3.8635;605;128;48;2923;1848;3135;1858;91988;37246;293311;81843
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;69;0.0000;220;79;5.3846;36;4;1;32;37;9;5;188;72;486;199
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;56.4700;23.9997;17;3331.7333;2083;277;0.8283;9;3;4;14;3;12;3;1606;205;432;570
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;69;0.0000;221;77;5.3435;35;3;1;35;34;9;5;190;72;490;194
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;56.4700;18.3527;13;3245.6165;2018;281;0.7336;12;3;3;10;3;10;3;1558;214;448;607
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;122.745;0.781459;157.0715;63.5261;4918;1855.5104;103683;39965;3.9640;623;132;56;3043;1875;3259;1902;92935;37261;289549;83054
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;128.466;0.769833;166.8755;66.1612;5122;1865.6503;104184;40249;4.1019;664;135;55;3166;1956;3378;1993;93442;37498;301206;82322
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;67;0.0000;215;72;5.5556;36;4;1;35;32;10;4;187;65;492;178
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;60.7053;18.3527;13;3410.7914;2140;276;0.6469;15;3;2;11;2;10;2;1641;214;498;616
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;70;0.0000;223;74;5.7252;34;4;1;36;34;11;4;195;67;492;176
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;59.2935;21.1762;15;3461.6144;2165;287;0.7974;18;3;2;12;3;12;3;1658;223;504;616
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;130.995;0.766649;170.8669;67.2204;5204;1871.7472;104576;40329;4.1541;680;144;62;3175;2029;3405;2052;93808;37557;300964;82324
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;135.87;0.779217;174.3674;69.3000;5365;1886.8989;105585;40493;4.2615;705;141;69;3273;2092;3509;2133;94673;37723;298662;82366
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;71;0.0000;220;71;5.9289;36;5;0;37;34;11;4;191;62;489;176
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;60.7053;25.4115;18;3571.7310;2227;303;0.9312;17;3;4;13;5;13;5;1699;234;524;616
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;148.408;0.800258;185.4502;74.8027;5791;1959.0924;110255;41412;4.4455;732;152;70;3613;2178;3910;2211;99092;38598;298509;90252
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;73;0.0000;232;67;4.1985;41;7;1;41;32;10;1;202;60;316;203
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;84.7050;29.6467;21;3799.0230;2374;317;1.2291;17;2;4;14;7;18;7;1793;241;601;651
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;74;0.0000;244;60;4.0441;47;5;1;42;32;11;0;219;53;318;249
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;114.3518;28.2350;20;3855.4931;2398;333;1.1667;18;2;6;13;7;17;7;1807;250;621;761
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;161.899;0.821289;197.1273;80.8608;6260;2075.1005;118243;42405;4.5287;777;160;73;3925;2335;4228;2382;106438;39521;274131;114182
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;173.637;0.835504;207.8226;86.1697;6671;2144.7494;122853;43187;4.6252;817;155;84;4205;2466;4464;2517;110703;40232;253188;147712
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;73;0.0000;243;59;3.3582;52;12;1;39;34;9;0;217;51;803;262
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;127.0576;32.4702;23;4016.4327;2515;330;1.4191;20;1;7;17;6;24;6;1865;249;609;924
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;74;0.0000;260;61;3.2143;61;14;1;39;35;9;0;228;52;1324;278
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;145.4103;38.1172;27;4120.9023;2582;337;1.5200;21;1;8;21;6;27;6;1916;255;594;1022
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;187.515;0.851527;220.2101;93.5453;7242;2241.9373;129319;44245;4.8546;859;160;86;4626;2616;4981;2681;116612;41218;242364;167205
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;200.206;0.860025;232.7913;100.7143;7797;2305.4764;133597;44886;5.0109;851;161;98;5009;2788;5289;2842;120464;41803;247348;166243
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;83;0.0000;287;67;3.1949;57;14;1;36;47;8;2;252;61;2247;274
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;175.0571;42.3525;30;4177.3724;2608;351;1.8544;26;0;8;23;7;32;9;1943;268;599;1028
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;Si;;;187.7629;38.1172;27;4188.6664;2612;355;1.6629;25;0;7;21;6;29;8;1951;274;590;1028
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;No;206.101;0.867959;237.4543;103.6465;8024;2326.7250;134983;45145;5.1099;874;155;99;5140;2884;5429;2941;121741;42060;243620;166244
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;--;;;0.0000;0.0000;86;0.0000;286;67;2.8939;65;15;1;36;50;7;2;250;61;2247;274
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;--;;;0.0000;0.0000;89;0.0000;290;69;2.8213;64;14;1;38;51;7;2;256;63;2251;274
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;Si;;;190.5864;35.2937;25;4284.6655;2677;358;1.4932;25;0;5;20;5;28;6;2002;275;574;1029
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;No;211.988;0.872764;242.8924;105.0674;8134;2323.1082;134765;45083;5.1673;892;163;96;5190;2944;5459;2994;121599;41988;241560;166149
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;No;223.638;0.890103;251.2498;110.6475;8566;2373.5622;138471;45283;5.3457;930;151;105;5473;3093;5755;3182;124969;42212;236813;179180
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;--;;;0.0000;0.0000;99;0.0000;303;68;4.5181;64;13;0;40;59;12;3;270;62;2285;249
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;Si;;;199.0569;55.0583;39;4437.1347;2794;349;1.7507;28;0;5;34;5;36;6;2124;275;609;1455
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;--;;;0.0000;0.0000;116;0.0000;305;79;6.0694;68;15;0;48;68;17;4;274;72;2253;208
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;Si;;;206.1157;86.1168;61;4454.0757;2806;349;2.7500;31;0;4;55;6;59;7;2129;271;571;1746
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;No;234.617;0.907939;258.4058;116.2664;9001;2352.8174;136549;45599;5.6083;936;157;107;5768;3233;5985;3312;123193;42579;225569;185955
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;No;246.778;0.928095;265.8977;121.6529;9418;2373.4460;137312;46433;5.8093;963;165;105;5935;3483;6185;3540;123998;43405;210293;191592
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;--;;;0.0000;0.0000;126;0.0000;329;77;6.7935;70;10;0;54;72;21;4;296;72;1740;235
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;Si;;;204.7039;94.5873;67;4240.9012;2657;347;2.9565;35;1;3;58;9;58;10;2031;269;564;2074
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;No;257.792;0.942856;273.4155;126.6647;9806;2395.3275;138230;47209;5.9588;988;173;112;6136;3670;6367;3715;124985;44211;199473;184138
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;--;;;0.0000;0.0000;142;0.0000;336;81;8.3770;66;9;0;58;84;26;6;305;77;1183;249
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;Si;;;210.3509;107.2931;76;4277.6067;2666;364;3.4288;37;1;2;64;12;66;13;2023;281;592;2221
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;--;;;0.0000;0.0000;141;0.0000;342;86;9.1837;71;25;0;62;79;31;5;313;79;304;265
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;Si;;;204.7039;132.7046;94;4447.0169;2789;361;4.0799;33;1;2;75;19;80;18;2118;284;543;2205
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;No;267.036;0.959354;278.3498;132.0769;10225;2437.5663;140561;48148;6.1113;1042;182;104;6386;3839;6668;3874;127301;45200;180571;184651
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;No;272.854;0.977127;279.2411;133.8078;10359;2433.7945;139858;48559;6.1672;1055;196;105;6418;3941;6670;3954;126647;45619;171177;184675
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;--;;;0.0000;0.0000;140;0.0000;347;85;9.1371;70;25;0;61;79;31;5;316;78;327;265
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;Si;;;210.3509;149.6456;106;4406.0761;2756;365;4.6296;33;1;3;76;30;81;29;2090;286;542;2205
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;--;;;0.0000;0.0000;141;0.0000;360;87;9.3366;75;24;0;60;81;33;5;327;80;323;266
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;Si;;;213.1744;155.2926;110;4310.0770;2693;360;4.9505;41;2;5;81;29;86;29;2038;285;538;2205
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;No;285.057;1.01059;282.0699;137.8250;10670;2476.0333;142610;49077;6.2186;1058;192;111;6665;4005;6897;4000;129092;46141;154147;185073
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;No;296.46;1.03912;285.2992;140.6022;10885;2452.3563;141248;48606;6.3757;1036;209;108;6802;4083;7032;4037;127888;45723;140273;149357
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;--;;;0.0000;0.0000;132;0.0000;364;92;8.7379;87;26;0;56;76;31;5;327;85;247;255
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;Si;;;191.9981;143.9986;102;3930.3159;2431;353;5.1732;44;3;5;72;30;80;29;1826;281;426;1692
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;Si;;;167.9984;119.9988;85;3938.7864;2445;345;4.2056;44;3;6;55;30;61;29;1853;287;498;1737
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;No;303.077;1.05633;286.9138;142.1393;11004;2471.0344;142821;48479;6.4518;1058;211;105;6844;4160;7167;4112;129223;45596;153901;131913
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;--;;;0.0000;0.0000;122;0.0000;365;91;8.3130;91;24;0;52;70;28;6;324;85;268;255
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;--;;;0.0000;0.0000;126;0.0000;357;98;8.7805;88;23;1;52;74;29;7;320;90;290;224
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;Si;;;156.7044;110.1166;78;3979.7272;2456;363;3.8462;42;2;8;49;29;56;28;1880;304;560;1932
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;No;307.317;1.06383;288.8772;144.2448;11167;2476.5629;143405;48323;6.5287;1085;214;103;6947;4220;7230;4210;129722;45504;159629;123152
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;No;308.919;1.07134;288.3476;146.7507;11361;2470.1948;143324;47911;6.6293;1086;217;97;7076;4285;7325;4261;129630;45140;156345;129760
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;--;;;0.0000;0.0000;122;0.0000;369;104;7.7283;92;24;1;53;69;26;7;332;95;294;206
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;Si;;;146.8221;103.0578;73;3887.9634;2416;338;3.6642;39;2;8;47;26;54;25;1871;285;583;2150
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;--;;;0.0000;0.0000;118;0.0000;376;95;6.8396;96;8;1;51;67;22;7;336;88;235;197
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;Si;;;121.4106;71.9993;51;3607.0248;2215;340;2.6052;43;3;9;32;19;34;18;1714;282;565;2152
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;No;310.163;1.06724;290.6210;146.2728;11324;2452.2659;142216;47631;6.6149;1111;207;104;6996;4328;7171;4303;128610;44847;142766;129885
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;No;308.304;1.06425;289.6910;145.4332;11259;2443.9861;141783;47423;6.6017;1128;192;100;6981;4278;7150;4261;128232;44618;142154;129857
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;--;;;0.0000;0.0000;118;0.0000;365;93;7.2289;90;7;1;52;66;23;7;329;86;211;197
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;Si;;;111.5283;60.7053;43;3631.0246;2238;334;2.1319;47;4;9;33;10;34;9;1739;278;563;2152
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;Si;;;108.7048;57.8818;41;3571.7310;2199;331;2.1032;39;3;11;30;11;32;10;1720;277;555;2151
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;No;303.685;1.05305;288.3863;144.2448;11167;2427.7493;140660;47289;6.6189;1138;207;101;6867;4300;7091;4281;127300;44512;142275;129371
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;--;;;0.0000;0.0000;122;0.0000;355;98;7.7859;93;7;1;55;67;23;9;321;90;210;196
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;--;;;0.0000;0.0000;133;0.0000;345;99;7.6733;85;4;2;60;73;23;8;315;89;223;187
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;Si;;;103.0578;47.9995;34;3727.0237;2298;342;1.6859;36;2;13;26;8;27;8;1795;281;661;2410
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;No;304.238;1.04863;290.1301;144.6969;11202;2429.7127;140513;47588;6.6325;1168;208;105;6851;4351;7081;4312;126961;44814;154237;135006
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;No;301.788;1.02769;293.6565;144.7744;11208;2424.1584;140505;47166;6.5849;1162;208;110;6847;4361;6994;4303;127057;44502;184647;108872
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;--;;;0.0000;0.0000;141;0.0000;365;101;8.1585;78;4;2;59;82;24;11;338;91;250;161
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;Si;;;110.1166;47.9995;34;3647.9656;2237;347;1.7928;34;2;14;25;9;26;10;1731;277;799;2159
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;--;;;0.0000;0.0000;139;0.0000;378;104;7.6749;79;6;1;60;79;22;12;348;95;294;126
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;Si;;;125.6458;46.5877;33;3727.0237;2304;336;1.7673;32;2;15;26;7;29;7;1769;268;941;1606
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;No;299.584;1.01257;295.8653;144.6323;11197;2448.5070;143067;46489;6.5030;1165;210;123;6852;4345;6986;4272;129248;43873;227002;68087
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;No;298.775;0.990632;301.6005;141.5968;10962;2464.1754;145010;45759;6.3783;1187;201;126;6649;4313;6846;4247;130757;43161;252916;39769
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;--;;;0.0000;0.0000;139;0.0000;378;99;7.5515;72;7;1;55;84;22;11;349;88;294;110
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;Si;;;132.7046;43.7642;31;3909.1396;2411;358;1.4835;30;2;15;24;7;25;7;1872;285;1013;1214
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;--;;;0.0000;0.0000;156;0.0000;368;102;9.0698;72;6;1;62;94;26;13;338;92;298;112
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;Si;;;129.8811;49.4112;35;4404.6644;2541;579;1.4644;24;2;14;28;7;27;8;1954;436;1029;1217
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;No;287.547;1.00384;286.4488;144.3481;11175;2482.6339;146678;45520;6.4685;1162;220;131;6793;4382;7013;4307;132103;42899;262566;37867
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;--;;;0.0000;0.0000;153;0.0000;369;110;8.8838;82;6;1;60;93;25;14;340;99;298;112
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;Si;;;124.2341;50.8230;36;4444.1934;2563;585;1.5410;20;3;14;28;8;29;8;1963;438;1031;1222
